ID,Source,Title,Address,Phone,Email,Website,Working Hours,Description,Category
52,http://visit.kaunas.lt/en/eat-and-drink/restaurants/antis/,ANTIS,"Rotušės a. 1, Kaunas",+370 37 324 348,restoranas_antis@yahoo.com,http://antisresto.weebly.com/,,"

Restaurant opened in 1987,  gathering the artists, actors and other artists. Bohemian environment, many works of art, live music attracts not only artists, but also people who appreciate comfort, aesthetics and quality cuisine.


Read more
Less

",RESTAURANTS
53,http://visit.kaunas.lt/en/eat-and-drink/restaurants/europa/,EUROPA,"Gruodžio g. 21, Kaunas",+370 37 302 711,restoranas@santakahotel.eu,www.santakahotel.eu,,"

""Europa"" Restaurant in Kaunas, designed in a contemporary European style, has two halls and winter garden.


Read more
Less

",RESTAURANTS
54,http://visit.kaunas.lt/en/eat-and-drink/restaurants/senieji-rusiai/,SENIEJI RŪSIAI,"Vilniaus g. 34, Kaunas",+370 601 02 525,rusiaisenieji@gmail.com,www.seniejirusiai.lt ,"I- IV 11:00 - 24:00
V 11:00 - 01:00
VI 12:00 - 01:00
VII 12:00 - 23:00
","

""SENIEJI RŪSIAI"" (Old Cellars) – a European standard restaurant established in the 17 century cellars in the heart of Kaunas old town. Restaurant can offer European cuisine for gourmands, a large wine collection from the whole world, high class services as well as elegant and sophisticated environment.


Read more
Less

",RESTAURANTS
55,http://visit.kaunas.lt/en/eat-and-drink/cafes/motiejaus-kepyklele-2/,MOTIEJAUS KEPYKLĖLĖ,"Vilniaus g. 7, Kaunas ",+370 616 15 599 ,motiejauskepyklele@gmail.com,,"I - VI 08:00 - 20:00
VII 09:00 - 18:00 ","

Motiejus Bakery is located in the Kaunas city Old town. Every day there you can find fresh baked bread and pastries.


Read more
Less

",CAFES
56,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/juodas-plius/,Juodas Plius,"Jonavos g. 32b, Kaunas",+370 615 33 533,juodasbar@gmail.com,juodasbar.lt,I - VII 11:00 - 23:00,"


Chinese and Japanese fast food restaurant in Kaunas. 



Read more
Less


",FAST FOOD
57,http://visit.kaunas.lt/en/eat-and-drink/restaurants/55/,55*,"Laisvės al. 79, Kaunas",+370 37 750 850,restoranas@kaunashotel.lt,www.kaunashotel.lt,,"

Restaurant ""55˚"" is located in the heart of Kaunas city – Laisves aleja (The Alley of Freedom). Hotel restaurant offers to try traditional lithuanian strong drink ""samanė"", also traditional snacks. Friendly and professional staff will greet you in the modern coffee bar where you can relax, drink a cup of coffee and taste various desserts created by chef of the kitchen.


Read more
Less

",RESTAURANTS
58,http://visit.kaunas.lt/en/eat-and-drink/restaurants/europa-royale-kaunas/,EUROPA ROYALE KAUNAS,"Miško g. 11, Kaunas",+370 37 407 500,rest.kaunas@europaroyale.com, www.europaroyale.lt ,,"

Europa Royale Kaunas hotel guests are kindly invited to modern restaurant and cozy bar with nice terrace in the inner yard to indulge special cocktails and tasty European cuisine food. Restaurant chefs are keen on healthy and living food traditions.


Read more
Less

",RESTAURANTS
59,http://visit.kaunas.lt/en/eat-and-drink/bars/panoraminis-baras-magnus-2/,PANORAMIC VIEW BAR - MAGNUS,"Vytauto pr. 25, Kaunas ",+370 682 39 039 ,,www.magnushotel.lt,,"

A stylish bar with a panoramic terrace on the 9th floor of the hotel is the only such place in the city of Kaunas. Guests will be able to enjoy Kaunas views, fragrant coffee, cocktails and good music in the background.


Read more
Less

",BARS
60,http://visit.kaunas.lt/en/eat-and-drink/restaurants/gan-bei-city/,GAN BEI CITY,"Karaliaus Mindaugo pr. 49, Kaunas",+370 671 91 414,akropolis@ganbeicity.lt,www.ganbeicity.lt,I - VII 10:00 - 22:00,"

Unique symbiosis between Chinese cuisine and Japanese sushi bar with a stylish design.


Read more
Less

",RESTAURANTS
61,http://visit.kaunas.lt/en/eat-and-drink/cafes/pas-stanley-2/,PAS STANLEY,"Vilniaus g. 24, Kaunas ",+370 650 365 06 ,stanley.cafe@gmail.com,www.pas-stanley.com,"I-Vi  10:00 a.m. - 02:00 a.m.
V-VI 10:00 a.m. - 04:00 a.m.
VII 10:00 a.m. - 00:00 (midnight) 
","

Welcome to our house, “your second home, away from home”! We are humble and honoured for your stay at our place – a place which, we hope, will give you a warm and friendly experience and where you want to return to! Our premier goal is hundred percent guests satisfaction, and this is not only the words, but a fact which all our acting and activities are concerned around! If we don’t fulfil this goal we are more than thankful for your advice and we will do our best to be better!“Pas Stanley” is a place where you will get food, prepared by experienced cooks from carefully selected and always fresh ingredients, for prices you do not expected. You will be served by our smiling, clever and enthusiastic waitresses, who are ready to do the best your welfare and relaxation.Cosy atmosphere and friendly staff make you feel at home, no matter from which country or any age you would be.


Read more
Less

",CAFES
62,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/chicken-house/,Chicken - House,"Pramonės pr. 16, Kaunas",+370 616 01 010,info@chicken-house.lt,http://www.chicken-house.lt/,I - VII 10:00 - 22:00,"

CHICKEN HOUSE – fast food restaurant in Kaunas.


Read more
Less


",FAST FOOD
63,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/sandelis/,Sandėlis,"Muziejaus g. 8, Kaunas",+370 638 18 549, info@sandelis.eu,https://www.facebook.com/sandelis.kaunas/,"V - 18:00 - 04:00
VI 18:00 - 04:00","

    


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/to-do/nightlife/night-clubs/sandelis/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",NIGHT CLUBS
64,http://visit.kaunas.lt/en/eat-and-drink/restaurants/gralis/,GRALIS,"Trumpoji g. 10, Kaunas",+370 37 209 373,info@restoranasgralis.lt,www.restoranasgralis.lt ,II - VI 12:00 - 22:00,"

Restaurant offers European kitchen.


Read more
Less

",RESTAURANTS
65,http://visit.kaunas.lt/en/eat-and-drink/bars/jack-pub/,JACK PUB,"Vilniaus g. 22, Kaunas",+370 685 28 117,jackpubkaunas@gmail.com,https://www.facebook.com/jackpubas,"IV 18:00 - 00:00
V - VI 18:00 - 03:00","

 Whisky bar.


Read more
Less

",BARS
66,http://visit.kaunas.lt/en/eat-and-drink/restaurants/gurme/,GURMĖ,"M. Valančiaus g. 7, Kaunas",+370 37 242 282,linabaltrusaityte@yahoo.com,www.gurme.lt,,"

                                             


Read more
Less

",RESTAURANTS
67,http://visit.kaunas.lt/en/eat-and-drink/restaurants/radharane/,RADHARANĖ,"Laisvės al. 40, Kaunas ",+370 37 362 941,,www.radharane.lt,,"

Vegetarian restaurant Radharane - this is the gift for gourmets. It is a real discovery of healthy, savory or just different food.


Read more
Less

",RESTAURANTS
68,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/snack-king/,Snack King,"Vaidoto g. 34, Kaunas",+370 630 88 138,,https://www.facebook.com/Snack-King-Vaidoto-g-34-Kaunas-721260521282771/,"I - V 09:30-22:00
VI-VII 11:00-22:00","

Snack King - take away food.


Read more
Less


",FAST FOOD
69,http://visit.kaunas.lt/en/eat-and-drink/restaurants/buon-giorno-trattoria/,BUON GIORNO TRATTORIA,"S. Daukanto g. 14, Kaunas",+370  610 63 777,,www.buongiorno.lt,"I - VII 11:00 - 23:00
","

Italian food products, beverages and coffee.


Read more
Less

",RESTAURANTS
70,http://visit.kaunas.lt/en/eat-and-drink/bars/nisha-craft-beer-bar/,NiSha Craft Beer Bar,"Daukšos g. 29, Kaunas",+370 611 30 030,info@akras.lt,,"I - 15:00 - 21:00
II - III 15:00 - 00:00
IV - VI 15:00 - 01:00
VII 15:00 - 21:00 
","

Craft Beer Bar in Kaunas old town.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/bars/nisha-craft-beer-bar/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",BARS
71,http://visit.kaunas.lt/en/eat-and-drink/cafes/take-way/,TAKE WAY,"Karaliaus Mindaugo pr. 49, Kaunas",+370 657 75 555,,www.takeway.lt,,"

""TakeWay"" - Food is Power.


Read more
Less

",CAFES
72,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/doda-uzkandine/, DODA Užkandinė,Savanorių pr. 137 Kaunas,+370 645 69 693,,https://www.facebook.com/DODAuzkandine/,"I - IV 11:00 - 23:00
V-VI 11:00 - 24:00
VII 11:00 - 23:00","

Burgers, kebabs and other fast food.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/greitas-maistas/doda-uzkandine/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",FAST FOOD
73,http://visit.kaunas.lt/en/eat-and-drink/bars/gyvas-beer-bar-shop/,GYVAS (beer bar - shop),"Muitinės g. 1, Kaunas",+370 685 30 141,,https://www.facebook.com/Gyvas-alaus-pubas-krautuv%C4%97l%C4%97-139925489401626/?ref=page_internal,"I - IV 12:00 - 24:00
V - VI 12:00 - 02:00
VII 12:00 - 23:00
","

Bar in Kaunas old town.


Read more
Less

",BARS
74,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/doda-uzkandine-aleksotas/,DODA Užkandinė (Aleksotas),"Seniavos pl. 5, Kaunas",+370 645 69 693,,https://www.facebook.com/DODAuzkandine/,I-VII 10:00 - 22:00,"

Burgers, kebabs and other fast food.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/greitas-maistas/doda-uzkandine-aleksotas/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",FAST FOOD
75,http://visit.kaunas.lt/en/eat-and-drink/cafes/kingwinn/,KingWinn,Vilniaus gatvė 15 Kaunas,,,https://www.facebook.com/pg/KingWinnLT,,"

Belgian waffles cafe in Kaunas old Town - KingWinn.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/kingwinn/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
76,http://visit.kaunas.lt/en/eat-and-drink/cafes/keturi-metu-laikai/,KETURI METŲ LAIKAI,"A. Mickevičiaus g. 40B, Kaunas",+370 37 223 253,info@4metulaikai.lt,www.4metulaikai.lt,,"



Read more
Less

",CAFES
77,http://visit.kaunas.lt/en/eat-and-drink/cafes/101-kepyklele/,101 KEPYKLĖLĖ,"Laisvės al. 42, Kaunas",+370 699 31 277,juvigaa@gmail.com,www.101kepyklele.lt,,"

Almost all of the 101 bakery baked products are made from natural raw materials. Stop by and taste cakes, pies, bread and other products.


Read more
Less

",CAFES
78,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/berlino-bistro-sanciai/,Berlin'o Bistro (Šančiai),"Juozapavičiaus pr. 11, Kaunas",+370 633 39 307,, http://www.facebook.com/berlinobistro,"I - IV 11:00 - 21:00
V - VI 11:00 - 21:30
VII 11:00 - 21:00","

Berlin‘o Bistro – German quality fast food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/greitas-maistas/berlino-bistro-sanciai/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",FAST FOOD
79,http://visit.kaunas.lt/en/eat-and-drink/cafes/chocolaterie/,CHOCOLATERIE,"Rotušės a. 26, Kaunas",+370 693 31 488,rotuse@chocolateriech.com,www.chocolateriech.com," I -IV     8:00 - 21:00, V - VI  8:00 - 22:00, VII  10:00 - 21:00 ","

„CH Chocolaterie“ – that is a chocolate dream for all family. Here everyone will discover something he or she loves – not only children but also adults who have got a sweet tooth. Our friendly and helpful staff will help you to choose out of the ample assortment in which there is a wide choice of classical, or even unusual, unexpected or original combinations of flavour.


Read more
Less

",CAFES
80,http://visit.kaunas.lt/en/eat-and-drink/cafes/alkava/,ALKAVA,"A. Mickevičiaus g. 40, Kaunas",+370 37 209 981,,www.alkava.lt,,"

Alkava is one of the best-known confectionery companies in Kaunas, Lithuania. Alkava distinguishes itself from others in both the taste and the looks. Only the highest quality ingredients are used for cakes, pastries, pies, sweets and rolls. Also, the company production is exclusively hand made.


Read more
Less

",CAFES
81,http://visit.kaunas.lt/en/eat-and-drink/cafes/sokoladine/,ŠOKOLADINĖ,"M. Daukšos g. 48, Kaunas",+370 686 42 840,egleilgauskaite@gmail.com,www.saldita.lt,I - VII 11:00 a.m. - 7:00 p.m.,"

Cafe ""Chocolate"" is located in the old town of Kaunas M. Daukšos g.48 and is unique in its product range, because there are traded on different types and flavors of handmade chocolates.


Read more
Less

",CAFES
82,http://visit.kaunas.lt/en/eat-and-drink/restaurants/talutti/,TALUTTI fresh and tasty,"Taikos pr. 12, Kaunas",+370 656 68 999,info@talutti.lt,www.talutti.lt,"I - III 11:00 - 23:00
V - VI 11:00 - 01:00
VII 11:00 - 23:00","

„TALUTTI Fresh and Tasty“ restaurant.


Read more
Less

",RESTAURANTS
83,http://visit.kaunas.lt/en/eat-and-drink/restaurants/talutti-bakes-and-shakes/,TALUTTI bakes and shakes," Pramonės pr. 16A, Kaunas",+370 630 06 668,info@talutti.lt,,"I - III 11:00 - 23:00
V - VI 11:00 - 01:00
VII 11:00 - 23:00","

                             


Read more
Less

",RESTAURANTS
84,http://visit.kaunas.lt/en/eat-and-drink/restaurants/sandija/,SANDIJA,"Jonavos g. 45, Kaunas",+370 37 332 489,hotel@sandija.lt,www.sandija.lt ,I - VII 07:00 - 24:00,"

Sandija restaurant offers you a unique menu from which you may choose excellent dishes of the European cuisine. You will have a chance to try not only traditional Lithuanian, but also German and French dishes.


Read more
Less

",RESTAURANTS
85,http://visit.kaunas.lt/en/eat-and-drink/cafes/pas-ali/,PAS ALĮ,"Šv. Gertrūdos g. 68, Kaunas",+370 673 80 669,,www.pasali.lt,"Pirmadienį:	10:30 - 21:00
Antradienį:	10:30 - 21:00
Trečiadienį:	10:30 - 21:00
Ketvirtadienį:	10:30 - 21:00
Penktadienį:	10:30 - 21:00
Šeštadienį:	11:00 - 21:00
Sekmadienį:	11:00 - 21:00","

The restaurant food prepared by experienced chefs from China. Anyone visiting the restaurant will be able to choose dishes for their own taste.


Read more
Less

",CAFES
86,http://visit.kaunas.lt/en/eat-and-drink/restaurants/legenda/,LEGENDA,"Šiaurės pr. 5A, Kaunas",+370 37 408 456,info@restoranaslegenda.lt,www.restoranaslegenda.lt,,"

Cozy atmosphere, tasty dishes from cafe ""Legenda"" chefs.


Read more
Less

",RESTAURANTS
87,http://visit.kaunas.lt/en/eat-and-drink/restaurants/jachtklubas/,JACHTKLUBAS,"R. Kalantos g. 124, Kaunas",+370 37 460 623,jachtklubas@pretoris.lt,www.restoranaskaunejachtklubas.lt,"I - IV 10:00 - 21:00
V - VI 10:00 / 10:00 - 21:00
","

Restaurant is located at Kaunas lagoon, surrounded by pines. Cozy and romantic atmosphere, good service and cuisine, stunning nature around.


Read more
Less

",RESTAURANTS
88,http://visit.kaunas.lt/en/eat-and-drink/restaurants/sala/,Sala,"Karaliaus Mindaugo pr. 50, Kaunas",+370 614 32542,info@salarestoranas.lt,https://www.facebook.com/restoranassala/,,"

Restautant is opened during all events in arena and  ready to serve you dinner before the event. On weekdays restaurant is opened from 11.30 am till 3 pm.


Read more
Less

",RESTAURANTS
89,http://visit.kaunas.lt/en/eat-and-drink/restaurants/architektai/,ARCHITEKTAI,"K.Donelaičio g. 62 / V.Putvinskio g. 53, Kaunas", +370 614 44 433,restoranasarchitektai@gmail.com,https://www.facebook.com/restoranasarchitektai/,"I - V 08:00 - 19:00































","

    


Read more
Less

",RESTAURANTS
90,http://visit.kaunas.lt/en/eat-and-drink/restaurants/yakata/,YAKATA,"M. Valančiaus g. 14, Kaunas",+370 686 46 322,info@yakata.lt,www.yakata.lt,"I - IV 11:00 - 22:00
V - VI 11:00 - 23:00
VII 11:00 - 22:00","

  


Read more
Less

",RESTAURANTS
91,http://visit.kaunas.lt/en/eat-and-drink/cafes/uvus/,UVUS,"Vilniaus g. 25, Kaunas",+370 37 208 355,,,"I - IV 12:00 - 22:00
V - VI 12:00 - 01:00
VII 12:00 - 22:00
","

UVUS is newly opened bar Lithuania, Kaunas Old Town.


Read more
Less

",CAFES
92,http://visit.kaunas.lt/en/eat-and-drink/naujas-produktu-kategorija-2/green-cafe/,GREEN CAFE,"Laisvės al. 46, Kaunas",+370 612 44 335,,,,"

A place with thoughtfully chosen and good quality products, always helpful staff and cosy environment.


Read more
Less

",COFFEE LOVERS
93,http://visit.kaunas.lt/en/eat-and-drink/naujas-produktu-kategorija-2/kavos-klubas/,Kavos klubas,"M. Valančiaus g. 19, Kaunas",(+370) 37 229 669,kavos.klubas@gmail.com,https://www.facebook.com/pg/Kavos-klubas-121011528317037/about/?ref=page_internal,"I - III - 9:00 a.m.- 10:00 p.m. 
IV - VI - 9:00 a.m. - 11:00 p.m.
VII - 9:00 a.m. - 9:00 p.m.","

Coffee Club has been working for more than 12 years and it is famous for its hand-made desserts and dishes that ensure the quality of the professionals!


Read more
Less

",COFFEE LOVERS
94,http://visit.kaunas.lt/en/eat-and-drink/restaurants/magnus/,MAGNUS,"Vytauto pr. 25, Kaunas",+370 37 340 000, info@magnushotel.lt,www.magnushotel.lt,,"

This is one of the best panorama bars in Kaunas (seating up to 30 guests). Guests will be able to enjoy fabulous views, fragrant coffee, and cocktails.


Read more
Less

",RESTAURANTS
95,http://visit.kaunas.lt/en/eat-and-drink/restaurants/ciop-ciop/,ČIOP ČIOP,"Palangos g. 9, Kaunas",+370 626 86 865,kaunas@ciopciop.lt,http://kaunas.ciopciop.lt/,,"

Culinary Loft ČIOP ČIOP invites you to discover the cooking with fun and new different world cuisines taste.


Read more
Less

",RESTAURANTS
96,http://visit.kaunas.lt/en/eat-and-drink/restaurants/grill-london-plc-mega/,Grill London („MEGA“),"Islandijos pl. 32, Kaunas",+370 690 30 007,,http://grilllondon.lt,I - VII 10:00 - 23:00,"

London Grill - on coals grilled food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/grill-london-plc-mega/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
