ID,Source,Title,Address,Phone,Email,Website,Working Hours,Date,Price,Description,Category
88,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/shanti-ayurvedic-massage/,SHANTI (Ayurvedic massage) ,"Laisvės al. 3, Kaunas",+370 616 88 777,spakaunas@ajurveda.lt,http://kaunas.ajurveda.lt/,I - VII  10:00 - 21:00 ,I - VII  10:00 - 21:00 ,,Since time immemorial people have been trying to find ways how to prolong their youth and lives. Thus what can be better than ancient natural treatments that have been checked by time and experience. Ayurveda that is one of the oldest and the most effective medicine systems is widely applied in India and the rest of the world. We believe that you have to not only cure the illnesses but also to nourish your body and soul in order to live a long and healthy life.,SPA AND WELLNESS CENTERS
89,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/ma-ma-cut/,Ma.mA Cut,"Vasario 16-osios 4, Kaunas",+370 602 53 002,,https://www.facebook.com/Ma.mA.Cut/,,,,,BEAUTY SALON
90,http://visit.kaunas.lt/en/to-do/boat-trips/kaunas-kadagiu-slenis-kaunas/,Kaunas - Kadagių Slėnis - Kaunas,"T. Masiulio g. 21, Kaunas",+370 616 23828,info@kaunasin.lt,,,,,,BOAT TRIPS
91,http://visit.kaunas.lt/en/to-do/culture-cinema/theater/theatre-club/,THEATRE CLUB,"Vilniaus g. 22, Kaunas",+370 698 70 787,info@teatroklubas.lt,www.teatroklubas.lt,,,,,THEATER
92,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/kaunas-compliments-women/,KAUNAS COMPLIMENTS WOMEN ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
93,http://visit.kaunas.lt/en/information/bike-rental/city-bee/,City bee,,+370 700 44844,info@citybee.lt,http://www.citybee.lt/lt/bzz-kaunieciai/ ,,,,"CityBee mobile app will let you use not only the bicycle, but also car sharing service. ",BIKE RENTAL
94,http://visit.kaunas.lt/en/to-do/traditional-events/july/operetta-at-kaunas-castle/,OPERETTA AT KAUNAS CASTLE (MAY - OCTOBER),,+370 620 35 617,info@operetta.lt,www.operetta.lt,Liepa,Liepa,,,JULY
95,http://visit.kaunas.lt/en/to-see/top/kauno-funilukieriai/,Aleksotas funicular,"Amerikos Lietuvių g. 6, Kaunas",+370 37 391 086,,,"I-VII 07:00 - 19:00 (Lunch 13:00 - 14:00)
","I-VII 07:00 - 19:00 (Lunch 13:00 - 14:00)
","Adults - 0.70 EUR, children, senior, students - 0.35 EUR",,TOP
96,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/museum-of-the-history-of-lithuanian-medicine-and-pharmacy/,MUSEUM OF THE HISTORY OF LITHUANIAN MEDICINE AND PHARMACY,"Rotušės a. 28, Kaunas ",+370 37 201 569 ,muziejus@lsmuni.lt,,II – VI 10 AM – 5 PM,II – VI 10 AM – 5 PM,"Adults - 2 EUR, children, students, seniors - 1 EUR",,MUSEUM
97,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/taboo/,TABOO,"Pilies g. 12, Kaunas",+370 655 55 189,info@piliessodas.lt,https://www.facebook.com/tabookaunas/,IV - VI 23:00 - 05:00 ,IV - VI 23:00 - 05:00 ,,,NIGHT CLUBS
98,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/nemuno-ziedas/,Nemuno žiedas,"Nemuno g. 20, Gaižėnėlių km., Kauno raj.",+370 610 92 349,info@nemunoziedas.lt,http://www.nemunoziedas.lt/,III-VII 11:00-20:00 ,III-VII 11:00-20:00 ,,The only special Lithuanian racing circuit for cars and motorcycles “Nemunas Ring” of the Department of Physical Education and Sports under the Government of the Republic of Lithuania has been calling racers to the sport events of cars and motorcycles for more than 50 years already.,EXTREME
99,http://visit.kaunas.lt/en/to-do/traditional-events/october/international-dance-festival-aura/,INTERNATIONAL DANCE FESTIVAL „AURA“ (OCTOBER),,+370 37 202 062,info@aura.lt,http://www.dancefestival.lt,Spalis,Spalis,,,OCTOBER
100,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/lemon-gym/,Lemon Gym,"Baltų pr. 16, Kaunas",+370 699 26 989,info@lemongym.lt,www.lemongym.lt,"I - V 06:00 - 23:00
VI - VII 09:00 - 21:00","I - V 06:00 - 23:00
VI - VII 09:00 - 21:00",, ,SPORT CLUBS
101,http://visit.kaunas.lt/en/to-do/boat-trips/kaunas-kacergine-kaunas/,Kaunas – Kačerginė – Kaunas,"T. Daugirdo g. 1, Kaunas",+370 616 23828,info@kaunasin.lt,,,,,,BOAT TRIPS
102,http://visit.kaunas.lt/en/to-do/shopping/souvenirs/kartu-leather-accessories/,"""kARTu"" leather accessories","K. Donelaičio g. 24, Kaunas",+370 630 75 019,info@kartustudio.com,http://kartustudio.com/,,,,"kARTu – born in Lithuania, nordic design leather handbags' brand that introduces a minimalist alternative to real leather accessories. We methaporically call every kARTu handbag by a name of a different spice as each of them has a different taste, story and identity. Timeless, but created applying modern design tendencies kARTu handbags are for personalities living to the city rhythm and style. We only use highest quality leather from Italy which is specially prepared for kARTu collections planning upfront. One handbag is made by one and only proffesional craftsman from start to the last finishing touches. That's why every single kARTu bag is unique, preciselly hand-crafted and flavored with the most positive emotions only. Our main values are quality, durability and functionality which are then proportioned with modern design yet contemporary trends. kARTu is a socially responsible brand, we care about the environment and its natural materials which are used up to 100% during the creative process. We aim to raise awareness about responsible fashion and environmentally friendly choice. ",SOUVENIRS
103,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/high-care-beauty-and-health-center/,High Care -  beauty and health center,"Laisvės al. 43, Kaunas",+370 655 34 242,info@groziocentras.lt,http://www.groziocentras.lt/,"I-V -  09:00 - 20:00
VI -  09:00 - 16:00","I-V -  09:00 - 20:00
VI -  09:00 - 16:00",,,SPA AND WELLNESS CENTERS
104,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/vandens-turistai/,"""Vandens turistai""","S. Dariaus ir S. Girėno 29a., Kaunas",+370 650 23 451, admin@vandensturistai.lt, www.vandensturistai.lt,,,,,EXTREME
105,http://visit.kaunas.lt/en/to-do/nightlife/casino/olympic-casino/,Olympic casino,"K. Donelaičio g 27, Kaunas",+370 680 24 526,LTmarketing@oc.eu,lt.olympic-casino.com/,I - VII 00:00 - 24:00,I - VII 00:00 - 24:00,,The biggest casino in Kaunas welcomes visitors with unique and,CASINO
106,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/culture-center-girstutis/,"CULTURE CENTER ""GIRSTUTIS""","Kovo 11- osios g. 26, Kaunas", +370 37 454 480,vadyba@girstutis.lt,www.girstutis.lt,,,,"Girtutis Culture Center mission - to promote professional theater, music, dance, fine arts, promote amateur reading art, find new leisure activities and much more according to different age, interests and education groups.",CULTURAL VENUE
107,http://visit.kaunas.lt/en/to-do/traditional-events/november/the-international-kaunas-film-festival/,THE INTERNATIONAL KAUNAS FILM FESTIVAL (NOVEMBER - DECEMBER),,+370 620 51 211,info@kinofestivalis.lt,www.kinofestivalis.lt,Lapkritis - Gruodis,Lapkritis - Gruodis,,,NOVEMBER
108,http://visit.kaunas.lt/en/to-do/boat-trips/kaunas-raudondvaris-kaunas/,Kaunas - Raudondvaris - Kaunas,"T. Daugirdo g. 1, Kaunas",+370 616 23828,info@kaunasin.lt,,,,,,BOAT TRIPS
109,http://visit.kaunas.lt/en/to-see/top/zaliakalnio-funikulierius/,Žaliakalnis funicular,"Aušros g. 6, Kaunas",+370 37 425 882,,,"I-V 07:00 - 19:00, VI 09:00 - 19:00","I-V 07:00 - 19:00, VI 09:00 - 19:00","0,50 EUR",,TOP
110,http://visit.kaunas.lt/en/to-do/active-leisure/golf/golf-club-elnias/,"Golf club ""ELNIAS""","Didžiųjų Lapių km., golfo g. 7, Kauno r.",+370 686 30 777 ,info@golfoklubaselnias.lt,www.golfoklubaselnias.lt,,,,,GOLF
111,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/ana-mesha/,ANA MESHA ,"Vasario 16 - osios g. 1, Kaunas",+370 613 31 203,namai@annamesha.lt,https://www.facebook.com/annameshanamai/,,,,,NIGHT CLUBS
112,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/thai-massage-salon-sabai-thai/,"Thai massage salon ""Sabai Thai""","J. Gruodžio g. 31, Kaunas ",+370 655 23 127,sabaithailt@gmail.com,http://sabaithai.lt/,"II-V - 11:00 - 20:00
VI - 11:00 -18:00
","II-V - 11:00 - 20:00
VI - 11:00 -18:00
",,,SPA AND WELLNESS CENTERS
113,http://visit.kaunas.lt/en/to-do/for-children/playing-rooms/draugus/,"""Draugus""","K. Petrausko g. 13, Kaunas ",+370 614 49 962,info@draugus.lt,www.draugus.lt,I - V 10:00 - 14:00,I - V 10:00 - 14:00,,,PLAYING ROOMS
114,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/kaunas-artists-house/,KAUNAS ARTISTS HOUSE,"V. Putvinskio g. 56, Kaunas",+370 37 223 144,kmn@kmn.lt,www.kmn.lt ,,,,TIF (Tourism information friendly),CULTURAL VENUE
115,http://visit.kaunas.lt/en/to-do/traditional-events/december/christmas-tree-lighting-festival-and-town-christmas/,CHRISTMAS TREE LIGHTING FESTIVAL AND CHRISTMAS TOWN (DECEMBER),"Rotušės a. 15, Kaunas",+370 37 209 143,kulturos.skyrius@kaunas.lt,www.kaunas.lt,"Gruodis
Sausis","Gruodis
Sausis",,,DECEMBER
116,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/largo-menu-svetaine/,Largo - art space,Savanorių pr. 64 Kaunas,+370 163 28 92,largo@largo.lt,http://www.largo.lt/,,,,,CULTURAL VENUE
117,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/wake-up/,Wake up,"Raudondvario pl. 161A, Kaunas 47168",+370 686 69 222,info@pirmojigrupe.lt,https://www.facebook.com/wakeupkaunas,,,,,EXTREME
118,http://visit.kaunas.lt/en/to-do/boat-trips/perlas-boat-trip/,Perlas Boat trip,"T. Daugirdo g. 1, Kaunas",+370 616 23828,info@kaunasin.lt,,,,,,BOAT TRIPS
119,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/kaunas-tadas-ivanauskas-museum-of-zoology/,Kaunas Tadas Ivanauskas Museum of Zoology,"Laisvės al. 106, Kaunas ",+370 37 200 292,info@zoomuziejus.lt ,www.zoomuziejus.lt,II-VII 10 A.M. - 6 P.M.,II-VII 10 A.M. - 6 P.M.,"Adults - 3 EUR, students, children, seniors - 2 EUR.",,MUSEUM
120,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/izide-womens-sports-club/,IZIDĖ women's sports club,"Bajorų g. 8, Kaunas",+370 642 99 554,,https://www.facebook.com/moteru.izide/,"I - V 09:00 - 20:00
VI 09:00 - 15:00
VII closed","I - V 09:00 - 20:00
VI 09:00 - 15:00
VII closed",,,SPORT CLUBS
121,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/lazertronas/,Lazertronas,"Varnių g. 48B, Kaunas",+370 607 79 780 ,info@lazertronas.lt,http://www.lazertronas.lt,,,,,EXTREME
122,http://visit.kaunas.lt/en/to-do/traditional-events/september/kaunas-biennial/,Kaunas Biennial (September - November),,+370 606 14 370,kotryna@biennial.lt,www.bienale.lt,Rugsėjis - Lapkritis,Rugsėjis - Lapkritis,,,SEPTEMBER
123,http://visit.kaunas.lt/en/to-see/top/lietuvos-zoologijos-sodas/,Lithuanian zoological garden,"Radvilėnų pl. 21, Kaunas",+370 37 332 540,info@zoosodas.lt,www.zoosodas.lt,"January - March, November and December I-VII 9:00 - 17:00, April and October 9:00 - 18:00, May - September mėn. 9:00 - 19:00","January - March, November and December I-VII 9:00 - 17:00, April and October 9:00 - 18:00, May - September mėn. 9:00 - 19:00","Adults - 5 EUR, children, students, senors and disabled - 3 EUR",,TOP
124,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/leta-callanetics/,LETA Callanetics,"Romainių g. 48B, Kaunas",+370 657 57 718,raimonda1612@yahoo.com,www.leta.lt,,,,,SPORT CLUBS
125,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/sweet-kaunas/,SWEET KAUNAS,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
126,http://visit.kaunas.lt/en/to-do/culture-cinema/cinema/cinamon/,Cinamon,"Islandijos str. 32, Kaunas",1588,info@cinamonkinas.lt,https://cinamonkinas.lt/en/,I - VII 10:00 - 24:00,I - VII 10:00 - 24:00,,,CINEMA
127,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/sandelis/,Sandėlis,"Muziejaus g. 8, Kaunas",+370 638 18 549, info@sandelis.eu,https://www.facebook.com/sandelis.kaunas/,"V - 18:00 - 04:00
VI 18:00 - 04:00","V - 18:00 - 04:00
VI 18:00 - 04:00",,,NIGHT CLUBS
128,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/wake-b1/,Wake B1,"Užusalių tvenkinys, Užusaliai, Kauno Apskritis",+370 684 60 071,wakeparkb1@gmail.com,https://www.facebook.com/WakeparkB1/,08:00 - 23:00,08:00 - 23:00,,,EXTREME
129,http://visit.kaunas.lt/en/to-do/traditional-events/march/naujas-lankytinos-vietos-4/,Festival „Dive to the theater“ (March),"Laisvės al. 71, Kaunas",+370 37 224 064,info@dramosteatras.lt,www.dramosteatras.lt,March,March,,,MARCH
130,http://visit.kaunas.lt/en/to-see/top/devils-museum/,Devils museum,"V. Putvinskio g. 64, Kaunas ",+370 37 221 587,mkc.velniai@ciurlionis.lt,www.ciurlionis.lt,"II-III 11:00 - 17:00, IV 11:00 - 19:00, V - VII 11:00 - 17:00","II-III 11:00 - 17:00, IV 11:00 - 19:00, V - VII 11:00 - 17:00","Adults - 3 EUR, schoolchildren, students, seniors - 1,5 EUR",,TOP
131,http://visit.kaunas.lt/en/to-do/culture-cinema/cinema/forum-cinemas/,Forum Cinemas,"Karaliaus Mindaugo pr. 49, Kaunas",+370 5 264 4764,info@forumcinemas.lt,http://www.forumcinemas.lt,I - VII 10:00 - 22:00,I - VII 10:00 - 22:00,,,CINEMA
132,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/historical-military-equipment-exhibition/,"Historical, military equipment exhibition","S.Dariaus ir S.Girėno g. 29A, Kaunas",+370 682 27 122,info@retromobile.lt,www.retromobile.lt,The exhibition can be visited by early agreement,The exhibition can be visited by early agreement,,,MUSEUM
133,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/moteru-ekspresas-sport-club/,MOTERŲ EKSPRESAS Sport club," Raudondvario pl. 101, Kaunas",+370 678 74 957 ,info@moteruekspresas.lt,www.moteruekspresas.lt,"I - IV 7.30 - 20.30
V 7.30 - 20.00 
VI 9.00 - 13.00
VII closed","I - IV 7.30 - 20.30
V 7.30 - 20.00 
VI 9.00 - 13.00
VII closed",,,SPORT CLUBS
134,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/netradicine-diena-kaune/,UNTRADITIONAL DAY IN KAUNAS,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
135,http://visit.kaunas.lt/en/to-do/traditional-events/june/naujas-lankytinos-vietos-5/,Kaunas marathon (June),,+370 610 65 833,info@kaunasmarathon.lt,www.kaunasmarathon.lt,Birželis,Birželis,,,JUNE
136,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/baltic-circus-clowns-museum/,Baltic circus clowns Museum,"Drobės g. 31, Kaunas",+370 670 16 445,baltijos@cirkas.lt,www.cirkas.lt,Arranged in advance,Arranged in advance,,,MUSEUM
137,http://visit.kaunas.lt/en/to-do/active-leisure/paintball/legionas/,"""Legionas""","Alksnių g. 6, Kaunas",+370 687 22 333,info@legionas.lt,www.legionas.lt,,,,,PAINTBALL
138,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/lekstuciu-saudymas/,Clay shooting,"Malūno g. 6, Kunionių k., Kėdainių r.",+370 698 33 059,info@shootingclub.lt,www.medziotojusostine.lt,,,,,EXTREME
139,http://visit.kaunas.lt/en/to-do/traditional-events/may/naujas-lankytinos-vietos-6/,Design week (May),,+370 618 28 752,kaunas@dizainosavaite.lt,www.dizainosavaite.lt,Gegužė,Gegužė,,,MAY
140,http://visit.kaunas.lt/en/to-do/active-leisure/bowling-billiards/neo-kaunas/,Neo Kaunas,"Savanorių pr. 350, Kaunas",+370 37 311 114,info@neokaunas.lt,www.neokaunas.lt,"I 12:00 - 23:00
II - IV 12:00 - 24:00
V - VI 12:00 - 01:00
VII 12:00 - 23:00","I 12:00 - 23:00
II - IV 12:00 - 24:00
V - VI 12:00 - 01:00
VII 12:00 - 23:00",,,"BOWLING, BILLIARDS"
141,http://visit.kaunas.lt/en/to-do/active-leisure/tennis/the-central-tennis-court-azuolyno-sporto-klubas/,"The central tennis court ""Ąžuolyno sporto klubas""","Sporto g. 3, Kaunas",+370 682 23 450 ,irmantas@bimbam.lt,http://tenisas.lt/,,,,,TENNIS
142,http://visit.kaunas.lt/en/to-do/shopping/shopping-centers/shopping-and-entertainment-center-akropolis/,Shopping and entertainment center „Akropolis“,"Karaliaus Mindaugo pr. 49, Kaunas",+370 659 38262,infoakropolis@newsec.lt,www.kaunoakropolis.lt,I-VII 8:00 - 22:00,I-VII 8:00 - 22:00,,,SHOPPING CENTERS
143,http://visit.kaunas.lt/en/to-do/shopping/shopping-centers/prekybos-ir-paslaugu-centras-molas/,SHOPPING AND LEISURE CENTER „MOLAS“,"K. Baršausko g. 66A, Kaunas", +370 37  451 441,infomolas@newsec.lt,www.molas.lt,I-VII 8:00 - 22:00,I-VII 8:00 - 22:00,,"Shopping and entertainment center ""Molas"".",SHOPPING CENTERS
144,http://visit.kaunas.lt/en/to-do/active-leisure/paintball/paintball-in-kaunas/,Paintball in Kaunas,"Pabrėžos g. 1a, Kaunas",+370 667 06 666,info@dazasvydiskaune.lt,http://dazasvydiskaune.lt/lt,,,,,PAINTBALL
145,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/museum-of-lithuanian-aviation/,Museum of Lithuanian aviation,"Veiverių g. 132, Kaunas ",+370 37 390 357,aviacijos.muziejus@gmail.com,www.lam.lt, I - VI 9 AM - 5 PM, I - VI 9 AM - 5 PM,"Adults - 2,00 EUR, schoolchildren, students, seniors - 1,00 EUR",,MUSEUM
146,http://visit.kaunas.lt/en/medical-tourism/spa-and-rehabilitation/azuolynas-medical-spa/,ĄŽUOLYNAS MEDICAL SPA,"Sporto g. 3, Kaunas",+370 640 45 761,info@azuolynospa.lt,www.azuolynospa.lt,"I - V - 09:00 - 21:00
VI - 09:00 - 16:00","I - V - 09:00 - 21:00
VI - 09:00 - 16:00",,,SPA AND REHABILITATION
147,http://visit.kaunas.lt/en/to-do/active-leisure/extreme/kartlandas/,Kartlandas ,"Drobės g. 62, Kaunas",+370 696 10 555,info@kartlandas.lt,https://www.kartlandas.lt,"I - V 14:00 – 23:00
VI - VII  10:00 – 23:00","I - V 14:00 – 23:00
VI - VII  10:00 – 23:00",,,EXTREME
148,http://visit.kaunas.lt/en/to-do/traditional-events/may/gallery-weekend-kaunas-may/,Gallery Weekend Kaunas (May),,+370 692 92 332,galleryweekendkaunas@gmail.com,www.galleryweekendkaunas.lt,Gegužė,Gegužė,,,MAY
149,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/sugihara-route/,SUGIHARA ROUTE,"Rotušės a. 15, Kaunas",+370 616 23828,info@kaunasin.lt,,,,,,TOURS IN KAUNAS
150,http://visit.kaunas.lt/en/to-do/active-leisure/golf/the-capitals-golf-club/,The Capitals Golf Club,"Pipiriškių k., Pastrėvio sen., Elektrėnų sav., Lietuva",+370 619 99 999,info@capitals.lt  ,www.capitals.lt ,"May - August I – VII 9.00 – 20.00
September - October I – VII 10.00 – 18.30","May - August I – VII 9.00 – 20.00
September - October I – VII 10.00 – 18.30",,,GOLF
151,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/military-kaunas/,MILITARY KAUNAS ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
152,http://visit.kaunas.lt/en/to-do/traditional-events/september/naujas-lankytinos-vietos-7/,Sugihara week (September),,+370 678 81 400,sugiharaweek@gmail.com,www.sugiharahouse.com,Rugsėjis,Rugsėjis,,,SEPTEMBER
153,http://visit.kaunas.lt/en/to-see/places-to-visit/tallest-marine-aquarium-in-the-baltics/,,,,,,,,,,PLACES TO VISIT
154,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/zalgirio-arena/,ŽALGIRIS ARENA,"Karaliaus Mindaugo pr. 50, Kaunas",+370 615 98 636,info@zalgirioarena.lt,,,,, ,TOURS IN KAUNAS
155,http://visit.kaunas.lt/en/to-do/traditional-events/may/naujas-lankytinos-vietos-8/,Museums night (May),,+370 5 279 0918 ,labadiena@museums.lt,www.muziejunaktis.lt,Gegužė,Gegužė,,,MAY
156,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/medieval-kaunas/,MEDIEVAL KAUNAS,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
157,http://visit.kaunas.lt/en/to-do/traditional-events/september/naujas-lankytinos-vietos-9/,Kaunas photo (September),,,festival@KaunasPhoto.info,www.festival.kaunasphoto.com,Rugsėjis,Rugsėjis,,,SEPTEMBER
158,http://visit.kaunas.lt/en/to-do/shopping/souvenirs/ruta-sweets-shop/,„Rūta“ sweets shop,"Laisvės al. 88, Kaunas", +370 618 27 060,info@ruta.lt,www.ruta.lt,,,,,SOUVENIRS
159,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/kaunas-provisional-capital/,Kaunas – Provisional Capital ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
160,http://visit.kaunas.lt/en/to-do/traditional-events/may/naujas-lankytinos-vietos-10/,Poetry spring festival (May),,+370 5 123 919,sajunga@rasytojai.lt,www.rasytojai.lt,Gegužė,Gegužė,,,MAY
161,http://visit.kaunas.lt/en/to-do/active-leisure/bowling-billiards/amerigo/,Amerigo,"Islandijos pl. 32, Kaunas",+370 37 328 686,info@amerigo.lt,www.amerigo.lt,"I - III 10:00 - 23:00
IV - VI 10:00 - 24:00
VII 10:00 - 23:00","I - III 10:00 - 23:00
IV - VI 10:00 - 24:00
VII 10:00 - 23:00",,,"BOWLING, BILLIARDS"
162,http://visit.kaunas.lt/en/to-do/active-leisure/in-the-sky/kaunas-hot-air-balloon-club/,Kaunas hot air balloon club,Kaunas,+370 699 34 154,oreiviai@oreiviai.lt,www.oreiviai.lt,,,,,IN THE SKY
163,http://visit.kaunas.lt/en/to-do/active-leisure/rental/sports-inventory-rent/,SPORTS INVENTORY RENT,"Savanorių pr. 273, Kaunas",+370 675 27 150,infosportovizija@gmail.com,www.sportvision.lt,"I - V  10:00 - 19:00 
VI  10:00 - 16:00 
","I - V  10:00 - 19:00 
VI  10:00 - 16:00 
",,,RENTAL
164,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/kaunas-cultural-centretautos-namai/,"KAUNAS CULTURAL CENTRE ""TAUTOS NAMAI""","Vytauto pr. 79/Kęstučio g. 1, Kaunas",+ 370 37 320 661,info@tautosnamai.lt,www.tautosnamai.lt  ,,,,"Housed inside a rather plain-looking Socialist Realist building from the 1950s, what these people lack in funding they more than make up for in enthusiasm. The city’s spiritual home of all things connected with music, theatre, dance, singing and an awful lot more. Get involved, or simply keep an eye on the posters outside to see what events are coming up.",CULTURAL VENUE
165,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/nocturnal-kaunas-now-and-70-years-ago/,KAUNAS BY NIGHT NOW AND 70 YEARS AGO ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
166,http://visit.kaunas.lt/en/to-do/traditional-events/naujas-lankytinos-vietos-11/,Kaunas Street Art Festival „NYKOKA“,,+370 687 97 950,labas@nykoka.lt,www.nykoka.lt,Sausis - Gruodis,Sausis - Gruodis,,,TRADITIONAL EVENTS
167,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/kaunas-city-museum-mikas-and-kipras-petrauskas-house/,KAUNAS CITY MUSEUM - MIKAS AND KIPRAS PETRAUSKAS HOUSE,"K. Petrausko g. 31, Kaunas",+370 37 733 371,,www.kaunomuziejus.lt," II – V 10 AM – 6 PM, VI 10 AM – 5 PM"," II – V 10 AM – 6 PM, VI 10 AM – 5 PM","Adults - 2,00 EUR, children, students, seniors - 1,20 EUR",,MUSEUM
168,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/impuls-zalgiris-arena/,IMPULS (Žalgiris Arena),"Karaliaus Mindaugo pr. 50, Kaunas",+370 652 66 592,zalgirio.arena@impuls.lt,www.impuls.lt/,"I - V 06:00 - 23:00
VI - VII 10:00 - 17:00","I - V 06:00 - 23:00
VI - VII 10:00 - 17:00",,,SPORT CLUBS
169,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/kaunas-national-culture-centre/,KAUNAS NATIONAL CULTURE CENTRE,"A. Jakšto g. 18, Kaunas",+370 37 407 135,ktkc.info@gmail.com,www.ktkc.lt,,,,,CULTURAL VENUE
170,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/kaunas-surrounded-water/,KAUNAS SURROUNDED BY WATER,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN KAUNAS
171,http://visit.kaunas.lt/en/to-do/active-leisure/bowling-billiards/futas/,FUTAS,"Šv. Gertrūdos g. 44, Kaunas",+370 606 11 950,mb.futas@gmail.com,https://www.facebook.com/futbopulas/,,,,,"BOWLING, BILLIARDS"
172,http://visit.kaunas.lt/en/to-do/traditional-events/november/naujas-lankytinos-vietos-12/,Modern music festival „Iš arti” (November),,+370 699 37 244,info@isarti.lt,www.isarti.lt,Lapkritis,Lapkritis,,,NOVEMBER
173,http://visit.kaunas.lt/en/to-do/shopping/shopping-centers/shopping-center-savas/,Shopping center „Savas“,"Savanorių pr. 346, Kaunas",+370 37 730 600,ausra@hanner.lt, www.savascentras.lt,I-VII 8:00 - 22:00,I-VII 8:00 - 22:00,,"Convenient and comfortable shopping centre, located in a busy part of the city, shopping center Savas receives about 11 000 visitors. The shopping center is has more than 70 kinds of stores: food, clothing, shoes, accessories, jewelry, cosmetics and perfumes, gifts, mobile phones, animals, as well as the bookstore, optician salon, a pharmacy, a bank branch, a bakery, several restaurants and service companies branches. Anyone who appreciates art and comfort, will find useful and necessary things every day.",SHOPPING CENTERS
174,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/museum-of-children-literature/,Museum of Children Literature,"K. Donelaičio g. 13, Kaunas ",+370 37 206 488,daiva.sarkanauskaite@maironiomuziejus.lt ,www.maironiomuziejus.lt,II – VI 9 AM – 5 PM,II – VI 9 AM – 5 PM,"Adults - 2 EUR,  scholars, students ir seniors - 0,50 EUR",,MUSEUM
175,http://visit.kaunas.lt/en/to-do/active-leisure/rental/dviraciu-rusys/,"""DVIRAČIŲ RŪSYS""","Miško g. 30, Kaunas",+370 37 208 765,,www.dviratispro.lt/,"I - V  10:30 - 18:00
VI  10:30 - 16:00","I - V  10:30 - 18:00
VI  10:30 - 16:00",,,RENTAL
176,http://visit.kaunas.lt/en/to-do/traditional-events/may/naujas-lankytinos-vietos-2/,Kaunas cycling race (May),,+370 699 33 661 ,dviratai@dviratai.lt,www.dviratai.lt,Gegužė,Gegužė,,,MAY
